&INPUT_PARAMETERS
  0.55570885934719316       0.83855842965250615        3.2732262207631926E-003   829.75151336564704        720.11111754132855     
  0.55934844846118559       0.82701326187228408        4.1069205938426868E-002   860.41551026850368        721.03165115357592     
  0.55226226728978844       0.72336286156635843        9.0819755806678393E-003   653.94331350240088        547.20194233334462     
  0.55576128045995909       0.73581006987455944        1.4092003347525943E-002   625.92365266071829        541.68278537870776     
  0.55385835232071745       0.88549117141228728       -1.1556725675525244E-002   926.46372662705539        836.25609547446743     
  0.55653194795965100       0.90602908477796107        1.9884169016040176E-002   913.04472246315254        880.51982468832443     
  0.56022319155124445       0.92158415367592295        1.0896702320383886E-002   948.80525118692879        866.03345008779945     
  0.55580151449253612       0.87705777429652809       -1.4784367546447760E-002   858.74225237197584        796.40979485558455     
  0.55567017045540856       0.94922920055439497        1.2604613477814998E-002   1002.5218606820589        952.43923516133225     
  0.55596218372502082       0.93262443438599030        4.5790315021915625E-003   973.66657875320334        908.48706523801684     
  0.55596846249393927       0.92594707827337586       -6.2346693002864058E-002   997.91175194486345        903.62117997445466     
  0.55915841979459791       0.88008318244174477       -1.1542349340341302E-002   907.37795999874663        813.24130261268181     
  0.56137083156822032       0.99433623395722825        2.4589509505156610E-002   1104.2659006223237        1031.2724385083311     
  0.54663422875278289       0.86373697736258415       -8.0314424795132816E-002   841.84555848878881        760.40602139185285     
  0.55346434906673525       0.98626099231755759       -2.1743019516712803E-002   1059.7596755486923        1011.3597786047378     
  0.55615277126324580       0.97687815812207990        3.8488734197154838E-003   1049.1604018937126        983.62138116280812     
  0.55902470657684022       0.98127479951362584       -5.2053990205992384E-002   1064.9311722574134        981.38411479224408     
  0.56546631952394433        1.0778270684913005        9.1406952252026045E-004   1221.6894079425631        1168.8955913853813     
  0.56186322197023653        1.0773072187059900        9.0161084210103794E-003   1275.0550464916546        1208.6939914493953     
  0.56642534717993420        1.0856489675937180        8.9357580316247204E-003   1264.5375181970508        1212.1808616861908     
  0.56706994755904139        1.0255619779687122       -2.1499825906358204E-002   1155.0070137736514        1109.3954077878420     
  0.56795478557405432        1.0570457904363482       -2.1997797529042511E-002   1230.9145416669810        1167.1044045117137     
  0.56392084945408372       0.99805392181264330       -4.0022015118342878E-002   1057.3080732456244        1029.8913149448795     
  0.56311665928215571        1.0459385976904347       -8.1966211837020894E-003   1174.2996404756841        1115.4185439079351     
  0.55861118266356369        1.0121004163566851       -1.4082601662221417E-002   1107.6438701588863        1057.6433716347469     
  0.54609721028073521       0.98152907226397412       -1.7564975256050771E-002   1091.0653980473396        991.28946781199397     
  0.55616416646505185       0.97534828328573797        3.2982636149652730E-002   1065.2096120366273        979.50995736924506     
  0.56241788853949415       0.97514174866842074       -1.6124404936983257E-002   1092.6215236753694        984.41041123215336     
  0.55899983463031910        1.0597794940936740       -8.8247034593506111E-003   1290.1556077946714        1210.6757316619239     
  0.55140350927415849        1.0098951214396978       -9.7040728817560200E-003   1114.5577285418437        1064.9146645916908     
  0.55472381983091956       0.99398464601156122       -2.2323935064378794E-002   1097.1551859751110        1015.7001080056257     
  0.56060325758652152       0.91694286108979217       -5.5301116558510860E-003   962.73084514561344        869.81243367955915     
  0.55401398239831368       0.95973092363781354        2.7770849306320969E-002   1030.6650598888912        950.26641193467901     
  0.56073491580069568        1.0445110604613401       -8.4925543539990656E-003   1179.3817411413179        1138.7958357998439     
  0.55760384371388294        1.0498670624532389       -2.1280706841539980E-002   1230.8805392443969        1173.0291238070677     
  0.55930468796390465       0.99524905375804995       -1.8596372331082259E-002   1068.3585404902844        999.22244737883159     
  0.55706504625264497        1.0616031781074609       -2.1503525320896413E-002   1277.7229011696820        1223.2868341012927     
  0.55593545331508110       0.99728257737861625       -3.8344308735790568E-002   1073.0878523951967        979.05476303166529     
  0.56061602637277463        1.0233132609845121        1.1490834771400352E-002   1143.6861307126264        1063.8307711584951     
  0.55627500792050366        1.0156208342700630        3.0157150744910863E-002   1145.3382125916910        1049.6897569107318     
  0.56318249059651437        1.0797081690149575       -1.2287801414053919E-002   1248.8171816423771        1222.3102348526531     
  0.55617935897495485        1.1453912146370948        2.0100456102179566E-002   1411.0779141053301        1365.1167675774745     
  0.56486883949140587        1.1094997970102918        2.1141012139792706E-002   1297.9070004163239        1256.3838440294360     
  0.55848103274868288        1.0952626535782335       -2.5828339946436529E-002   1298.5467116151635        1220.2237941407643     
  0.56320404062746288        1.1394514234005026       -1.0338888680241205E-002   1371.5973388151410        1324.7575911198048     
  0.56383834863554882        1.0721471553280910       -6.8768519354298428E-003   1254.9093464207253        1192.9437373949293     
  0.56181930679810577        1.0238228516899659       -1.0909157914716304E-002   1132.0351352988073        1081.8481301040651     
